hypervolume,epsilon_progress,nfe
0.0,0,0
0.7621361805280663,11,100
0.766586784257015,15,300
0.766586784257015,15,595
0.766586784257015,15,892
0.766586784257015,15,1185
0.766586784257015,15,1475
0.766586784257015,15,1767
