hypervolume,epsilon_progress,nfe
0.0,0,0
0.7605495526249892,17,100
0.766586784257015,19,300
0.766586784257015,19,599
0.766586784257015,19,895
0.766586784257015,19,1189
0.766586784257015,19,1485
0.766586784257015,19,1780
