hypervolume,epsilon_progress,nfe
0.0,0,0
0.8985464452038286,9,100
0.9159637006472203,11,398
0.974294015046519,14,696
0.9877458823435518,15,992
1.0,17,1288
1.0,17,1578
1.0,17,1860
