hypervolume,epsilon_progress,nfe
0.0,0,0
0.9802964699161438,5,100
0.987617488727766,9,300
0.9923718986288502,18,598
0.9947319071555628,30,798
0.9950066207169674,38,1094
0.9950066207169674,38,1391
0.9950066207169674,38,1688
0.9950066207169674,38,1981
0.9950066207169674,38,2276
0.9950066207169674,38,2572
0.9950066207169674,38,2869
