hypervolume,epsilon_progress,nfe
0.0,0,0
0.9833244121434311,9,100
0.984485544809928,12,300
0.9909957759909517,16,500
0.9935538692365882,26,700
0.995950461244484,39,997
0.9960319517680004,47,1295
0.9960319517680004,47,1591
0.9960319517680004,47,1791
0.9960319517680004,47,2088
0.9960319517680004,47,2383
0.9960319517680004,47,2682
0.9960319517680004,47,2980
