Difference in Expected Annual Damage Gorssel-Deventer,Difference in Expected Number of Deaths Gorssel-Deventer,Gorssel Expected Annual Damage,Gorssel Expected Number of Deaths,Total Costs of Policies
-906.1346945229172,-3.6793192219216835e-07,91264980.2976537,0.037057735271273005,754109401.0656796
-73.61039413034896,-5.254131205114699e-08,7413965.286414618,0.005291908408479474,1065145761.7423874
-1421.3303451761712,-1.1007390333155472e-06,7661076.500331269,0.003733115104698636,1096228245.3877664
-6017.314826629289,-5.331631906440184e-06,4135107.754470654,0.0023967390559397343,859817215.1109707
-2927.997014212594,-2.2976904997651316e-06,17879024.346014842,0.008790079864134985,1329930168.8911638
-1167.1949227380476,-4.590419785529998e-07,117558705.42325342,0.046234249037879586,928866381.8730683
-135.36953426060433,-1.0272724082101837e-07,13634284.121193808,0.01034658496825215,796926996.731059
-896.1043351095296,-1.0001152169031822e-06,3444656.300661907,0.0026950003211082645,981683536.0146996
-2746.395005871567,-2.170187514701053e-06,10060627.381072009,0.005045340037052726,731848081.4700989
-325.5105085304269,-2.3671029017939763e-07,32785092.90867606,0.02384122371657875,1150061706.2129512
-639.3273419754023,-4.681715401632178e-07,21108752.584805634,0.010086364887338528,1115487153.6218448
-1726.8713600249273,-1.711141438707985e-06,3034018.50339966,0.0017465053588935709,673293029.8035548
-1489.7140089232728,-1.5801744211480999e-06,3231207.3819821677,0.0018365598954294808,986898912.0282936
-4595.451651717976,-3.3819713560438613e-06,38171280.374891385,0.016293200513049097,1355941901.208422
-669.7035574062286,-6.209822782079031e-07,6212972.775007374,0.003643751259585875,1410733764.5088367
-1649.6666157764816,-6.900232672812488e-07,166152771.87439147,0.0694984534573001,1355336467.1533952
-232.16785595611478,-1.0331171328872077e-07,23383714.284043923,0.010405452450726667,757679345.8449699
-1229.4869832806257,-9.226510557158647e-07,14881132.226945298,0.007112062078749119,1210318290.9523501
-1893.0543163402842,-7.10268837351482e-07,177306610.37122416,0.06200449770870908,1093002656.4262598
-509.84742712572717,-5.846597166927428e-07,12353495.314969996,0.009330339995012234,1113640499.0302384
-539.5618241534278,-3.3770873803834534e-07,43461553.38495528,0.02303605514489602,906643827.8705047
-1075.0927271006528,-5.222624333642421e-07,108282264.38085066,0.0526017500260131,950246439.5721842
-958.0377833333731,-4.5270956818003754e-07,96492607.49955401,0.0455964549975252,1133234470.7673304
-676.7089266802323,-4.055483733921528e-07,68157446.38630632,0.04084642661968424,829457632.0359037
-3614.995502759526,-3.803868193060147e-06,7301572.323357462,0.0048619508623240736,1094532804.7475305
-495.58162868465837,-1.9781303894432834e-07,49914486.05949011,0.019923531469433806,908079057.352268
-620.2548446895833,-6.658938544991492e-07,2536303.083543721,0.001776149588301262,1340347501.831336
-464.24382407929176,-2.4375919755040313e-07,46758173.717442185,0.02455118261807905,651626854.5709324
-577.1243041093973,-4.737807805707982e-07,37093334.43110782,0.02334819590926046,1051267740.8463596
-896.3454029984415,-3.262789299355633e-07,90279012.64460003,0.03286248754418,1098323381.5346832
-2699.1714710486203,-3.041931056178247e-06,6949246.362432744,0.004942628486107669,728330091.651547
-1990.7069260118178,-1.4133739435953042e-06,21823247.479206335,0.009845195778588431,1032917398.4148271
-1056.4702617656094,-4.325754221912822e-07,106406628.29477042,0.043568563947683756,959206540.6452593
-397.6194066319948,-2.282694293799962e-07,40047829.016567886,0.022991068657723837,809868341.650898
-1617.831884938236,-1.5931912223105985e-06,5862190.0833178265,0.003612630289980077,975538052.3779811
-2077.623017638853,-1.4960869644256638e-06,15944943.462206177,0.007235907798624579,968687902.9018584
-1119.6091444146155,-5.802976242478008e-07,107752112.55414936,0.052327144993571356,907286759.2086308
-372.74452672650824,-4.092254254545486e-07,3583381.7085868753,0.0025218520142839687,882144542.6286107
-235.67588688522494,-1.1341246893038873e-07,23737039.65119297,0.011422790458199822,1040797230.4220498
-473.38177844254204,-3.4497498762868165e-07,10380595.815263519,0.005071377188259745,902295163.8042871
-420.4927068131806,-2.2044402938730554e-07,42351604.937516734,0.022202902195860026,1355886993.456533
-430.88806834908866,-2.3678714211452682e-07,43398615.35605186,0.023848964166633027,1103272383.574715
-1259.730850399498,-6.573570191663384e-07,126878831.52138703,0.06620834161341443,770613196.0531129
-1281.9050878414328,-5.197486631849041e-07,129112198.54230127,0.05234856560732036,982216809.9259366
-1196.1051736454756,-1.0113637729529132e-06,9790926.37613592,0.0053001699704153474,1052536459.4246697
-1275.6229513055039,-7.004950575426093e-07,128479468.03253905,0.07055316170063407,857997262.635938
-1288.1953129323574,-1.4775375285610456e-06,3397196.6404659227,0.002506087298364027,980089458.6571691
-8657.669142057912,-6.5577382638838885e-06,91906627.2922135,0.039404848288419156,854234019.4101989
-1829.5771333969712,-6.253237546645969e-07,184273179.29860955,0.06298198324606354,1161586331.48037
-1343.5428595186622,-1.2885793124647314e-06,13741301.721981227,0.008160850211901001,1131395162.1253133
-844.4483240157872,-1.023502936163472e-06,3737090.8016559593,0.002899176281394784,1118183999.8601725
-1116.9600476389207,-6.636447201651736e-07,112499099.03814445,0.06684163257031613,902245213.6372033
-8273.002771072433,-5.516983092946114e-06,150237110.8137391,0.056601841033222175,920897316.7918798
-2302.7647599480088,-2.0878420458611963e-06,8372266.612785385,0.005222931084220348,1416993157.2028065
-1424.6985353770037,-5.292797143179747e-07,143494211.78463644,0.053308523546392095,1081452348.1181831
-682.0814851862895,-2.8064008397524275e-07,68698565.10647789,0.028265788617902472,470013346.47130454
-744.1475081134475,-3.6931901521172864e-07,74949792.86967832,0.0371974418931101,1443374275.3205457
-3703.6136308504433,-3.7836487536081982e-06,28352643.006693956,0.01711823444649139,968550377.8114189
-751.7606382115727,-5.772574467958018e-07,31430507.945190202,0.01629141597089702,896303888.558663
-12677.815126859436,-8.771195841322695e-06,133802350.39928539,0.05275389115889476,1116776245.5190492
-866.9862206211025,-8.639191772628192e-07,7525830.667085081,0.00465927593432371,605226541.1196191
-2807.1401283192263,-2.2426810951417686e-06,4928543.7927603135,0.002562540017308829,1419480229.6312256
-140.11603559565037,-8.461275075674089e-08,14112346.98915831,0.008522111643468186,1242400763.2686856
-5790.144743968388,-4.5424356265087316e-06,17842182.351044588,0.008214147174324865,956505427.0765628
-408.85917210702615,-1.8536614995204571e-07,41179886.95544757,0.018669893257020093,477834131.163002
-1017.7508221581656,-8.174779070621544e-07,62176471.16016358,0.03714137516565332,1261600077.7788854
-4708.1528587974035,-4.4434687044652065e-06,29851666.90313914,0.016310322015169937,877999660.8252277
-1710.7449413081265,-2.0969776519285013e-06,8966185.66984801,0.006788446886102359,613836816.7487104
-4095.1125792101993,-2.9342097795979695e-06,4707791.867031966,0.0022033568491053555,825986842.3614373
-730.8373881577621,-7.757056445322121e-07,32662568.397738636,0.02369563592109899,1156753226.4716659
-1790.5151841223949,-1.5354318594151088e-06,4714006.75079477,0.0026372087749262866,1369792998.9316
-9029.26489519103,-6.776788187676003e-06,10578617.551099721,0.004895356435176403,1206085381.4585109
-1818.2083768620632,-1.6487447356744821e-06,6483648.357325004,0.0037338277612526073,1108042842.0439496
-996.9405960179306,-6.504409264111322e-07,70306480.05093232,0.03627460769934007,1126575189.787126
-188.92127101436054,-1.3750953282634635e-07,17097261.257635735,0.011610555681323463,879297405.8338176
-3383.954977935939,-3.237832677225555e-06,4238385.549103421,0.002686952300704426,857022554.3703482
-4446.256011448011,-4.364613467729536e-06,18767317.401529238,0.011371248960666942,915830851.9049088
-736.711747703476,-3.451776043088333e-07,74200870.5169464,0.03476594312838138,936780645.2038729
-7684.750256084752,-7.460771556310993e-06,81100117.72383367,0.04488096914166561,1170738997.1542478
-8717.68300419694,-8.580603256541965e-06,3802163.6789634116,0.0027128727949637397,959080089.5302175
-431.9946277433659,-2.3629221937928868e-07,43510066.91168407,0.023799116043662576,1003101313.621755
-3966.522134009935,-3.9276282231278595e-06,13417844.497833952,0.008151502868746293,1021133674.6716751
-624.0288262500188,-5.315879652435571e-07,4714006.75079477,0.0026372087749262866,701116941.6027949
-11897.243412442085,-9.631217028766987e-06,9531355.193561561,0.0050892423438697685,888622947.6868426
-807.6647535606124,-9.270556023233493e-07,8166392.406858401,0.005997444076018739,1018091918.0081785
-447.0378571224502,-2.424903044977761e-07,45025205.93151606,0.024423380978711513,1300643818.4536376
-1547.1617350992537,-1.2654204190348135e-06,0.0,0.0,792814102.405859
-1507.3579233512514,-1.473419714804328e-06,142246.56885036212,8.489161194685423e-05,1412403313.3237147
-2540.091206542959,-2.338430442527532e-06,0.0,0.0,1201149738.8941507
-10399.254251427948,-8.748976497584995e-06,1753005.7983216876,0.0010205523882187459,1157985349.0487275
-3333.6566335351795,-3.557019667954737e-06,0.0,0.0,1163346946.6526742
-1435.068042151738,-1.505498142612943e-06,13323571.187303629,0.00883292974714985,1394287049.0148401
-5400.879718341604,-4.216805935017209e-06,70972937.81108409,0.03219875222436676,1048070914.5240943
-5770.226151065087,-5.0269625318773474e-06,0.0,0.0,1262117671.289259
-315.9686957564022,-2.41620146319101e-07,12989939.177633854,0.007148952799380992,1129577149.7234359
-600.7069656789332,-3.1813477868746615e-07,60502604.87621648,0.032042216774622906,1293902228.4244432
-7574.935886652355,-5.775525809892049e-06,2159253.3024411127,0.00113063645176345,1155389281.4732327
-203.87905022031438,-1.1682728698076757e-07,20534494.059139844,0.011766727517415929,924658118.5052456
-514.4573083008067,-5.380055549897894e-07,0.0,0.0,979883533.3571901
-1180.165898988897,-1.2874265086696697e-06,0.0,0.0,1250978040.34137
-3872.367513579243,-2.960740450660389e-06,6417085.137878608,0.0028705949341874468,1078612819.4155908
-3461.339478610476,-3.087392743341298e-06,0.0,0.0,922025232.3249062
-146.50401934529094,-1.373336934626524e-07,3556881.86476361,0.0022304420932715173,1378061738.1462092
-3909.4329474891856,-3.6929641870028438e-06,42339898.18611773,0.022759540063459878,1247811451.8379936
-270.5520091613049,-3.268797976130015e-07,22378.946154262063,1.7170200296187974e-05,926118165.7659194
-455.40733560130417,-4.55158350365273e-07,3556881.86476361,0.0022304420932715173,1102003075.2123296
-972.6268528144491,-9.436780520112905e-07,1275583.9324390334,0.000783500753292975,903559759.9913352
-595.5166625239584,-4.3039764242367774e-07,1996073.242845928,0.0008921862713882761,646440185.0568436
-246.44955849990953,-2.248151181569984e-07,1173580.6223062964,0.0006934240647979884,1077715221.174441
-718.5729643701527,-6.459478710518638e-07,283979.74459511525,0.00016934115949773974,1111206797.4780116
-1617.5128857935745,-1.490045977242048e-06,17217488.598056503,0.009790241826637347,1192487063.9390092
-2638.774114459831,-2.0964738342164537e-06,1445021.0600405848,0.0007404398481076241,684843076.9358277
-243.48668167363564,-1.6681369173589658e-07,0.0,0.0,879314875.4438949
-3403.7730234679952,-3.2386007288011973e-06,8740341.712065078,0.0053825621088592675,753628273.1636351
-820.773563970587,-4.5261244853502033e-07,61238530.33768807,0.027583157097899588,1103148158.595286
-1202.5603439204071,-1.5323424594370206e-06,0.0,0.0,936991710.9923794
-5391.951264194257,-4.666921534100012e-06,0.0,0.0,1419017532.658708
-403.4389435508292,-3.3793298468092956e-07,0.0,0.0,919860066.9925404
-1343.4652602403507,-1.3087230007385527e-06,0.0,0.0,822897686.5570155
-2625.241143660341,-2.7963171182200505e-06,0.0,0.0,1093835575.7963238
-1829.8053099147587,-1.6065929427833016e-06,10330225.900067585,0.0056523196871393995,872898147.3724256
-308.3390895190957,-3.4257819523729396e-07,0.0,0.0,1100264330.8961449
-1350.5710384486863,-1.3796951120602274e-06,3953730.898391568,0.00262422612965704,1172949346.8316653
-4462.710511713802,-4.249280874614672e-06,4290350.406544786,0.0027358218098055484,1248704160.1935236
-1075.9706606267512,-8.406489382310148e-07,0.0,0.0,1336466518.5031745
-402.00383900502624,-3.7244698427801055e-07,0.0,0.0,1043712699.8730373
-1980.3785242751646,-2.140340595875434e-06,10206980.22912876,0.006806876900466494,756999107.0399085
-3001.3301523557107,-2.3497348881568587e-06,2160559.7218062216,0.001131631756298981,586712819.4063832
-1239.0408481226416,-5.391998832682871e-07,124794955.18206434,0.0543076730428986,1215925093.583622
-2042.4173829960089,-2.207410309704681e-06,231404.13157513208,0.00016587571090267094,894608217.4184113
-252.68623550449854,-2.3548779587133935e-07,0.0,0.0,1328021576.6256413
-858.0965834233148,-7.86218012436161e-07,4257456.918483539,0.002506087298364027,911805700.4324157
-4479.181562518645,-4.369493500191272e-06,0.0,0.0,1074068960.0294328
-2031.2606038717229,-1.4580048497667084e-06,76581950.29405472,0.03528641988505449,785703695.2783387
-900.7096538201499,-8.719137051089225e-07,0.0,0.0,1125902531.8064594
-579.8886159103084,-5.688696838041474e-07,1782062.7061293458,0.0011615065718906445,871633414.5231732
-5788.718325404494,-4.8773149411625e-06,103756.5586042589,6.017362051595734e-05,696511726.6778246
-5894.935284138068,-5.524758853324787e-06,1680897.0167560657,0.001066366936741499,1265345585.3885863
-617.8095602755496,-5.361493759289688e-07,1960747.0177612656,0.0011228107858459538,1076464793.0547466
-4839.532611965582,-4.868369051241627e-06,0.0,0.0,929892747.7391733
-1963.6238687945265,-1.74872439202735e-06,0.0,0.0,575354984.8168454
-1744.901378600731,-1.517005367099156e-06,0.0,0.0,801470123.613872
-575.4815941690372,-6.503007106656719e-07,0.0,0.0,1416739143.256431
-2120.2933326084935,-2.0828874920835767e-06,5970539.995115275,0.0037181231980123516,985477096.6201603
-389.7370521495866,-3.62328900598288e-07,0.0,0.0,798353633.45978
-4187.231743696607,-4.130843209651784e-06,1050205.769540666,0.0007510879928611503,903088848.713223
-747.381223317775,-8.263758591453297e-07,82496.24963819871,6.0524995839813245e-05,925403649.6931103
-367.0831123624586,-1.93415470742668e-07,36972243.99403447,0.01948061279773078,1006613311.9199739
-4917.399063144515,-4.9383683407273675e-06,1173334.141802265,0.000781721704992182,958540550.7801232
-842.3900174983905,-1.049464076850171e-06,893505.2114516238,0.0007183927486832233,703598694.495415
-10578.28854044984,-7.909119772939452e-06,0.0,0.0,1001237020.1207011
-2253.076460051471,-2.2122919465151025e-06,0.0,0.0,1219993409.7906446
-870.3161675736856,-7.013663959631154e-07,10082813.205000002,0.00513971190875036,743394322.5716406
-1387.6388817617653,-1.5812434516065507e-06,7283830.628606794,0.00532115943201586,1379996061.5765443
-2125.9684360086953,-2.16922276861161e-06,0.0,0.0,862545701.6429011
-5709.530039712623,-4.161837763807386e-06,507878.3272603786,0.0002522637398561362,863452098.001788
-770.7306123855769,-7.990590021367756e-07,11012668.455122177,0.007404851254249375,1029935246.6454204
-3915.220943866181,-3.4571704521017004e-06,298691.7077358727,0.0001487547611710586,1159179542.39889
-2682.0618375548756,-2.936355388651958e-06,964821.5959517322,0.0006998803072011927,1107688453.8005767
-8861.197288660689,-8.104198277352721e-06,0.0,0.0,713762199.3824387
-292.6452839986938,-3.2418591808300596e-07,0.0,0.0,1254263210.0746827
-2415.0165595765698,-2.1563532079802526e-06,6655655.726799382,0.0035831440757436105,872936265.1183623
-675.5471474220102,-7.376361971058267e-07,9854556.189921148,0.006800390289849651,1034967588.705667
-636.6160683780317,-6.386105715920354e-07,19724129.047659405,0.01304172591110868,727189523.2435023
-5474.796333163156,-4.6456361967317844e-06,1155706.829916951,0.0007648256576181858,1237815249.670004
-946.7905517883049,-7.415017944763513e-07,3957532.568856278,0.0017613926609335914,1300925678.7126179
-4745.419368104628,-3.844846381175111e-06,0.0,0.0,1028732996.1353832
-617.8929481488057,-6.139065761103877e-07,1200117.1050090536,0.0008641443591751374,621871038.1232544
-2205.1451802349025,-1.3169054331951862e-06,80671163.8166916,0.031212529528600902,714968543.8082993
-1501.6247982664922,-1.5159577200740846e-06,0.0,0.0,1277953593.264059
-1539.3802160716295,-1.5086438345367356e-06,5615113.188253307,0.003372068394399871,884207303.6243923
-4108.495798650491,-3.3874688244723557e-06,64600344.87337867,0.030979974274291396,1049940946.2335206
-1440.499873999374,-1.3314454918460597e-06,1816557.5752808624,0.0011090164136351747,1076021426.4559796
-451.566558083529,-6.116803145508208e-07,1701752.6292129268,0.001452662573850513,1143221280.3623018
-2365.7067745967242,-2.288046881270702e-06,0.0,0.0,1262789682.4141064
-1140.7788864775748,-1.000804853564829e-06,4630008.651691019,0.002590078602272099,870806179.592635
-1405.3401300169355,-1.2045365059249503e-06,0.0,0.0,1312200396.243484
-536.7553996540828,-5.436496776711158e-07,1666226.0639469307,0.0011078850467087535,824520369.8950174
-1751.9015905435424,-1.4005083840749509e-06,26792302.239626415,0.013344213354281986,1228247287.8900697
-7214.20551284958,-8.164174273132489e-06,316224.0973497588,0.00025084635006705704,1109986443.802401
-1182.0215789707263,-1.2908642833802635e-06,500437.9479382786,0.0003694246091057037,1159424328.4711926
-180.49182550395028,-2.0197067893973607e-07,8984062.600237094,0.007618658168029952,1235728817.7210984
-2938.108186179284,-2.3957309436247337e-06,5061916.97674264,0.002727927368274576,1102441545.8796725
-2401.0555919573903,-2.3176800052659138e-06,1663588.9779181778,0.0010522784239727799,1097874821.0816777
-1552.216478137917,-1.507157158914327e-06,0.0,0.0,1024506692.7474846
-1271.6229874319797,-1.626175731673507e-06,0.0,0.0,873293583.9198561
-373.6945992415348,-3.352207384823582e-07,8689910.653682008,0.005335135036257141,658806531.897446
-379.5766170968965,-2.42999737932275e-07,30450108.35952658,0.017337635262514264,855671490.7210941
-2716.7199000893615,-2.4144542787380684e-06,11069737.825032007,0.006270658015438531,1181389438.5684037
-841.4155587343811,-6.90666325388443e-07,635274.9496548933,0.00037554399643057514,944456339.4532666
-6467.525968255559,-5.373880246153437e-06,0.0,0.0,763496940.54569
-1943.7321807893343,-1.9043712389543425e-06,0.0,0.0,784663024.062562
-4223.134801034804,-4.902604819793279e-06,0.0,0.0,1259529475.859648
-2568.5349380261696,-2.3473521781949007e-06,851826.8720002756,0.0003940520524678506,779353662.5355158
-1587.8732998856185,-1.4294698443343878e-06,1786431.5377468052,0.001049820460801789,1150120219.355539
-110.27934880297002,-1.2984704484791064e-07,0.0,0.0,988077426.8553113
-6658.319596653005,-6.932722403631899e-06,13217750.185653692,0.008719265298824545,1082982452.4340081
-1093.5838977119772,-5.90890184938275e-07,110144676.59365264,0.05951386853679812,975602197.0393535
-221.71985559267114,-1.6028093284655482e-07,12341725.017635027,0.006805052921192446,935469520.611822
-364.5199091728574,-3.433109834890415e-07,0.0,0.0,997215302.2672783
0.0,0.0,0.0,0.0,651060797.5441619
-13037.472093998438,-1.0113854648656251e-05,10330075.396233717,0.005388540818523163,763655084.3271074
-1503.2914680191168,-1.645825577025966e-06,1601921.0987661781,0.0011765418293386018,894340105.6346912
-977.7226388447425,-9.561649199691018e-07,1070795.9089894218,0.0006834372444616458,966794739.4390852
-969.1915978431713,-6.271238127769563e-07,47563542.347400874,0.02107025684002022,863542273.6645107
-3971.365312381401,-4.923856714837981e-06,0.0,0.0,1413375380.8756664
-461.37721784142775,-3.2007662926381984e-07,0.0,0.0,1153860211.8995461
-2562.334457309525,-2.486487848228405e-06,1835868.4577891445,0.001212107320163614,876741744.3835684
-2057.6438739287855,-1.8209362711052116e-06,0.0,0.0,1405166852.9664392
-5101.791454171902,-4.111338549995679e-06,0.0,0.0,1403232777.6977253
-347.679751870817,-2.6811760954351553e-07,11757445.957545359,0.006389469512860905,1427214502.8445354
-4988.071894529004,-4.3724787433725926e-06,392464.2691323039,0.0003459258454073897,1403485808.4197059
-438.72421834275707,-3.445142678500111e-07,18962718.024522986,0.010293818654737675,1064474015.7311282
-2060.8342542011947,-2.2131207984964395e-06,3613725.930244168,0.002497931798359625,815584229.1683285
-482.9442317336074,-5.288169584956092e-07,1520728.3572603143,0.0010891179608717664,1427585902.6687374
-827.9263871102269,-6.923446871439051e-07,0.0,0.0,732449800.751159
-867.3066287936359,-7.426059227518599e-07,0.0,0.0,681524673.3787894
-2354.214960454487,-2.232264746058918e-06,0.0,0.0,872916106.6098604
-1589.2083071120383,-1.4367136004043438e-06,4586582.924350057,0.0027171111622008425,1095827543.895277
-8733.536939932375,-6.888675201706938e-06,61265106.15873796,0.02760050577877027,891212179.5477265
-1336.3049920140725,-1.6916593799440972e-06,0.0,0.0,1034298902.4545941
-613.6708342247655,-5.123076701568362e-07,0.0,0.0,1061920115.2447674
-606.4951278037831,-6.341371292697728e-07,14901372.902228154,0.010288730068172283,894732082.2028719
-2391.141352532682,-1.989461903539853e-06,0.0,0.0,1021751611.8951697
-1067.7130070154478,-1.2173594305690539e-06,5305389.817024091,0.0038473586883406826,1050842641.3910077
-11769.579195987568,-8.856088946267928e-06,1916977.4934815923,0.0008396752832990986,674082151.6242765
-7715.097245781237,-6.854831374245703e-06,1845568.8822601612,0.0011350517766970285,876249769.5419971
-1103.4831192058061,-4.780960708947527e-07,111141716.2832896,0.0481533581644486,786727948.6719525
-210.45211373575714,-1.9502190092675835e-07,11643497.886294123,0.008182411518384095,1046695264.9395889
-169.55670587675158,-8.307842713019925e-08,17077581.85920054,0.008367576102126538,841214241.5326345
-1334.6683686239162,-9.231172720119169e-07,0.0,0.0,1100559584.1807342
-2822.4688417430452,-2.4346490508711664e-06,0.0,0.0,771192690.2748644
-5012.413348130351,-4.743877471314878e-06,374132.8496854061,0.00023907175785904783,986236600.363071
-2438.802312672932,-1.6361985082025156e-06,128389124.02495529,0.059249214272706685,1408968360.5288079
-1565.1875347175999,-1.6171755188739464e-06,0.0,0.0,963001065.6708379
-770.8455763503061,-9.913061092328885e-07,0.0,0.0,1282854039.247173
-1186.2415019731454,-6.364251264790109e-07,119477057.83723325,0.0641001023138395,934125211.4938338
-9827.712600414972,-7.238074954161866e-06,9984869.166528678,0.004769890132238174,997673822.1952641
-366.6821274932276,-3.2151848340093636e-07,0.0,0.0,1279883372.735546
-1523.5052325281374,-1.5672952025508128e-06,1186567.140870546,0.0007944057364890083,1147189791.055347
-907.6125199700291,-6.771614859254507e-07,2212777.4021345507,0.0010760353474305148,1235601948.3047354
-3488.8079302559518,-3.1225473811976e-06,233014.5089020197,0.00016755328023991295,1036117074.3944986
-191.36719714800827,-1.531747525449962e-07,4426017.741041679,0.0023967390559397343,1173126401.0949287
-1623.5690860417637,-1.3121353999638905e-06,5081970.83792483,0.00268794923754049,896784158.1115386
-1791.5484689228056,-1.5097939790791885e-06,98842.34991123818,9.27142488207218e-05,862533396.874029
-5852.891432461502,-5.822840121086062e-06,0.0,0.0,1015575014.4474405
-1204.954903422643,-1.3420751393672387e-06,0.0,0.0,1035633926.1195935
-8417.609521316625,-7.645921632764813e-06,0.0,0.0,872824865.4767095
-433.5778188933006,-5.697510480560679e-07,0.0,0.0,721017810.5709085
-14532.500446228945,-9.4776208004059e-06,0.0,0.0,1526772489.2757678
-311.5322474822449,-2.173518624002808e-07,0.0,0.0,1386094993.186257
-1560.3242132806674,-1.8638757247632642e-06,0.0,0.0,1042543168.9743471
-422.6313313775946,-5.081121092944544e-07,3319249.285014175,0.002546038467218637,1203435482.161203
-986.7801121056455,-8.188980056032333e-07,17324732.10816973,0.00876812541781795,797369211.610883
-788.468214807009,-9.783204835401458e-07,6530923.742318759,0.005185155343177465,1104578946.5883014
-9485.009378111903,-9.02206857188545e-06,0.0,0.0,1249465401.385473
-10143.561794054198,-9.276122417194519e-06,59947973.00662557,0.03161051575003591,961135016.2467676
-880.518433428446,-3.539372839422753e-07,88684936.09647965,0.035648209301382024,954935186.0724685
-431.31524505124617,-4.7101558748347134e-07,238529.18951492602,0.00017329805753305482,879538421.7323419
-842.3806031225812,-7.762257311819424e-07,12235933.767804869,0.007281855499440736,638728717.544786
-1335.5804018428205,-1.4210963835073983e-06,13659236.94408691,0.008923109803947832,716024532.4865704
-1474.5531910455236,-1.6191040833850203e-06,0.0,0.0,688391525.9090332
-1732.9870473955837,-1.612440105808498e-06,0.0,0.0,1110690427.551951
-1200.5759810015036,-1.1779105562337956e-06,396957.9537592473,0.0002605372575485115,930405688.5051082
-985.2002945030121,-4.883102234404172e-07,99228388.46204887,0.04918211739469538,1084949473.4106047
-507.86006065403177,-5.2290534026205e-07,1635022.9791547253,0.0011079896957733272,1309824006.508656
-1441.1350338785196,-1.8364682225135375e-06,0.0,0.0,746814090.9010592
-2174.4251670020203,-2.4204075926194735e-06,1554236.7790472358,0.0011654750254480103,1153419017.902308
-1764.4030734095916,-1.538229640069564e-06,256337.51917636738,0.00017051980623409646,1514252920.894893
-8758.4595169376,-9.526914275360496e-06,0.0,0.0,1168620129.0778623
-448.5029522630789,-6.162018961421803e-07,41910.95532876405,3.7610334453410334e-05,484527685.49893206
-4469.931657201274,-4.0512706105635306e-06,1008483.3318797306,0.0007470716354332559,1097544165.056729
-3561.1415464752627,-3.177001680644378e-06,1872003.7449522251,0.0011247487530297055,1315799195.6532826
0.0,0.0,0.0,0.0,904011220.3306562
-646.7587200507659,-5.260622845444337e-07,2015128.8413251995,0.0010644458417510903,1427236749.9761581
-85.27847240719669,-5.354895148144485e-08,4992157.852843581,0.002511824542010905,1043527008.5608455
-2023.089784555644,-2.333321008291812e-06,0.0,0.0,987603393.1393906
-4677.760046899669,-4.694167213750198e-06,0.0,0.0,886634983.7551932
-402.1283117803281,-3.909448397867738e-07,0.0,0.0,1206460336.8716815
-497.6876216904089,-4.4438655601781196e-07,1217985.892136772,0.0007058270109220335,1123554298.0953999
-317.34252462338185,-3.002901277606567e-07,287538.51959275967,0.0001613298237395098,910885970.3969512
-892.5444232256993,-9.84931850934722e-07,0.0,0.0,1184201112.0349095
-3114.221614483194,-3.088633601493712e-06,0.0,0.0,1229928555.648905
-2944.786783948244,-2.3828289763915286e-06,0.0,0.0,1419505470.1945322
-1469.4766299869727,-1.487378889222604e-06,0.0,0.0,1194942065.8703742
-2385.531443963875,-2.2716994224606216e-06,8521776.943937967,0.005177016410264312,1322084154.0969734
-5552.1340022853365,-4.965066311287326e-06,13117333.926200759,0.007498244996876392,1154877238.5930538
-1172.5113189250171,-9.778642056276904e-07,0.0,0.0,1148703859.9104114
-1868.7004962583092,-1.5319783318250513e-06,4079633.51119046,0.002230756384375183,1359811008.0718255
-283.74771630698905,-3.0145235767976423e-07,3441901.061795944,0.0023117324531744697,921403037.3280716
-4443.445346965474,-3.72829566585691e-06,0.0,0.0,1083833330.232633
-976.267772557561,-7.339335054261912e-07,8220733.705634422,0.0039013513027160674,491512164.57097584
-3036.3691599437484,-3.0801139810524484e-06,0.0,0.0,842894708.8652356
-1080.6501573687826,-5.14206255882594e-07,108842003.20002642,0.05179033988623898,1199346564.0034628
-2576.664472739775,-2.3228602769330535e-06,0.0,0.0,891840265.7985265
-1759.4602922375102,-1.6338359626751504e-06,16072898.804350559,0.009275164693741181,1434120820.621921
-8243.554099081419,-7.259757888093164e-06,0.0,0.0,685185840.1072475
-7472.585186030406,-5.839906524137277e-06,8849906.431913944,0.004402367392558001,1248019952.0666873
-908.0046668779164,-6.672394984594736e-07,5288202.253474366,0.0025019434203742696,796944897.4330941
-6862.4730510995505,-7.702779728373226e-06,3285723.6211359357,0.002479239974924721,934492118.2731364
-7729.4395893299625,-6.357975986428404e-06,4481465.618649458,0.0024430378211536406,1051316126.6135738
-184.1794475159007,-2.2606758710952382e-07,883246.214609532,0.0007062068340375986,1200012592.2714243
-1510.023685659124,-1.3466143779678653e-06,9437920.392268967,0.005103352426078448,994607830.8618633
-2990.1907121896625,-3.025991393855522e-06,0.0,0.0,913272250.4321043
-679.8508935971339,-9.303635322804219e-07,822185.8287435658,0.0007321478986196323,1103255680.3804126
-739.4469354822885,-6.602263790257227e-07,6168114.400985738,0.0035554807447994085,1160738043.575678
-780.9247560610572,-6.82105041014537e-07,1126574.6515236297,0.0007369020201717221,550839389.8575065
-86.1129720736384,-4.8077191372721985e-08,8673212.434284786,0.004842286637869186,997009180.3034343
-868.9878009678104,-8.500777580776133e-07,1725156.1218542908,0.0011079896957733272,500553400.12797004
