hypervolume,epsilon_progress,nfe
0.0,0,0
0.999916003898285,9,100
1.0,10,398
1.0,10,598
1.0,10,798
1.0,10,998
1.0,10,1294
1.0,10,1590
1.0,10,1889
1.0,10,2188
1.0,10,2388
1.0,10,2684
1.0,10,2979
1.0,10,3179
1.0,10,3478
1.0,10,3678
1.0,10,3977
