hypervolume,epsilon_progress,nfe
0.0,0,0
0.9806719888286018,5,100
0.9915693953372477,8,399
0.9943805899157541,15,697
0.9986742847959591,22,992
0.9997535215448459,24,1290
0.999750107560106,25,1582
0.999750107560106,25,1875
0.999750107560106,25,2171
0.999750107560106,25,2465
0.999750107560106,25,2764
