hypervolume,epsilon_progress,nfe
0.0,0,0
0.9869570706523001,14,100
0.99400994957945,29,399
0.9995250612309492,44,697
0.9995211970471032,47,897
0.9996373782255356,52,1195
0.9996355124369707,53,1493
0.9996355124369707,53,1787
0.9996355124869665,56,2083
0.9996355124869665,56,2377
0.9996355124995666,57,2668
0.9996355124995666,57,2967
0.9996355124995666,57,3167
0.9996355124995666,57,3460
0.9996355124995666,57,3754
