hypervolume,epsilon_progress,nfe
0.0,0,0
0.4905863397711333,3,100
0.5600362342384682,4,396
0.5710594235287207,6,596
0.5798387746958663,8,796
0.5880668283474983,10,1088
0.5930701454264535,11,1377
0.5966890323329004,13,1664
0.5966890323329004,13,1945
0.5966890323329004,13,2186
0.5966890323329004,13,2391
0.5966890323329004,13,2644
0.5966890323329004,13,2893
0.5966890323329004,13,3149
0.5966890323329004,13,3406
0.5966890323329004,13,3666
0.5966890323329004,13,3932
